ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45771020,52059,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8,Automatic,4x4,04-May,Left wheel,Black,0
45793407,34877,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,70220 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45451753,10506,642,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,355272 km,4,Automatic,Front,04-May,Left wheel,Black,4
45743709,20385,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,95992 km,4,Variator,Front,04-May,Left wheel,White,0
39301267,17092,-,TOYOTA,Prius S,2010,Hatchback,No,Hybrid,1.8,164000 km,4,Automatic,Front,04-May,Left wheel,Golden,6
45492034,47042,1249,TOYOTA,RAV 4,2017,Jeep,No,Petrol,2.5,16500 km,4,Automatic,4x4,04-May,Left wheel,Grey,12
45771493,1646,880,KIA,RIO,2018,Jeep,Yes,Petrol,1.6,65451 km,4,Automatic,Front,04-May,Left wheel,Black,12
45797262,6586,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4,Automatic,Front,04-May,Left wheel,Silver,0
45801961,16400,-,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,124000 km,4,Variator,Front,04-May,Left wheel,Grey,12
45761763,10976,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,114000 km,4,Automatic,4x4,04-May,Right-hand drive,Silver,12
45465063,32311,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,123700 km,4,Automatic,Front,04-May,Left wheel,Black,4
45775402,25139,629,SSANGYONG,Actyon,2015,Jeep,Yes,Petrol,1.6,215000 km,4,Automatic,Front,04-May,Left wheel,Black,4
45773694,7683,-,MERCEDES-BENZ,C 180,1999,Sedan,No,CNG,1.8,250000 km,4,Manual,Rear,04-May,Left wheel,Blue,4
45730377,3700,-,OPEL,Astra,1992,Sedan,No,Petrol,1.8,11111 km,4,Automatic,Front,04-May,Left wheel,Carnelian red,3
45732562,2500,-,VOLKSWAGEN,Golf 2,1989,Hatchback,Yes,Petrol,1.8,123457 km,4,Manual,Front,02-Mar,Left wheel,Blue,0
45815914,19444,518,TOYOTA,RAV 4,2016,Jeep,Yes,Hybrid,2.5,47453 km,4,Automatic,4x4,04-May,Left wheel,Silver,10
45757605,9408,1107,OPEL,Astra,2007,Universal,Yes,Diesel,1.7 Turbo,0 km,4,Manual,Front,04-May,Left wheel,Silver,10
45481023,20071,-,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,171200 km,4,Automatic,Front,04-May,Left wheel,Silver,9
45744686,2822,-,MITSUBISHI,Pajero,1999,Jeep,No,Petrol,1.8,1000 km,4,Automatic,4x4,02-Mar,Left wheel,Blue,2
44945332,50178,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,60000 km,4,Automatic,4x4,04-May,Left wheel,Silver,12
45803010,15994,-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,45000 km,4,Automatic,Front,04-May,Left wheel,Silver,8
45797558,21953,-,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,69000 km,16,Automatic,Front,04-May,Left wheel,Silver,16
45795815,941,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,202355 km,4,Automatic,Front,04-May,Left wheel,Red,12
45730014,11290,831,HONDA,Accord,2018,Sedan,Yes,Petrol,1.5,60062 km,4,Automatic,Front,04-May,Left wheel,Black,12
45649735,4234,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,48035 km,4,Automatic,Front,04-May,Left wheel,Red,12
45667807,5959,-,MERCEDES-BENZ,C 180,1996,Sedan,No,CNG,1.8,280000 km,4,Manual,Rear,04-May,Left wheel,White,2
45803127,18500,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,222604 km,4,Automatic,Front,04-May,Left wheel,Black,4
45781400,13172,1185,SUBARU,Forester,2009,Jeep,No,Petrol,2.5,133000 km,4,Automatic,4x4,04-May,Left wheel,Silver,8
45810449,25086,-,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,0 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45766323,314,650,FIAT,500,2016,Jeep,Yes,Petrol,1.4,77600 km,4,Automatic,Front,04-May,Left wheel,Black,12
45809769,31581,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,52000 km,4,Automatic,Front,04-May,Left wheel,Red,4
45808846,30351,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,134750 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45620896,2038,353,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,1.8,104795 km,4,Automatic,Front,04-May,Left wheel,White,12
45732955,57108,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,55510 km,4,Automatic,Front,04-May,Left wheel,White,4
45808090,12544,586,HYUNDAI,Elantra SE,2012,Sedan,No,Petrol,1.8,158000 km,4,Tiptronic,Front,04-May,Left wheel,Grey,10
45796835,7683,707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,91222 km,4,Automatic,Front,04-May,Left wheel,White,4
45651295,4000,-,VOLKSWAGEN,Golf,1997,Sedan,No,Petrol,1.8,111111 km,4,Manual,Front,02-Mar,Left wheel,Blue,2
45789998,8154,1111,HONDA,Fred,2012,Hatchback,No,Petrol,1.3,116000 km,4,Variator,Front,04-May,Right-hand drive,White,10
45730375,862,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4,Automatic,Front,04-May,Left wheel,White,12
45794119,12858,1408,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,175000 km,4,Manual,Front,04-May,Left wheel,White,2
45752099,21169,-,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,95000 km,4,Automatic,Front,04-May,Left wheel,Silver,16
45655120,19309,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,243551 km,4,Automatic,Front,04-May,Left wheel,Black,4
37853257,32035,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,53323 km,4,Automatic,Front,04-May,Left wheel,Black,4
45769672,40769,463,TOYOTA,Prius,2018,Hatchback,Yes,Hybrid,1.8,2102 km,4,Automatic,Front,04-May,Left wheel,White,12
45790612,5331,-,MERCEDES-BENZ,C 180,1996,Sedan,No,Petrol,1.8,290000 km,6,Automatic,Rear,04-May,Left wheel,Silver,4
45774636,11290,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,461965 km,4,Automatic,Front,04-May,Left wheel,Black,4
45816329,8450,-,MERCEDES-BENZ,C 180,1999,Sedan,No,Petrol,1.8,218374 km,4,Manual,Rear,04-May,Left wheel,Silver,12
45786964,3136,-,VOLKSWAGEN,Vento,1993,Sedan,No,Petrol,1.8,245000 km,4,Automatic,Front,04-May,Left wheel,Carnelian red,2
45800373,24775,880,NISSAN,Kicks,2018,Jeep,No,Petrol,1.6,8000 km,4,Tiptronic,Front,04-May,Left wheel,Grey,0
45778609,16308,-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,185000 km,4,Variator,Front,04-May,Left wheel,Silver,6
45799986,22894,-,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,112000 km,4,Tiptronic,Front,04-May,Left wheel,Grey,10
45766185,5959,781,TOYOTA,RAV 4,2012,Jeep,No,Petrol,2.5,159901 km,4,Automatic,Front,04-May,Left wheel,Brown,12
45816078,2509,474,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Hybrid,1.4,159981 km,4,Automatic,Front,04-May,Left wheel,Black,12
45768377,16308,765,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,155317 km,4,Automatic,4x4,04-May,Left wheel,White,0
45806424,14740,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,260000 km,4,Automatic,Front,04-May,Left wheel,White,6
45797489,42717,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,72040 km,4,Automatic,Front,04-May,Left wheel,Blue,4
45804862,20071,-,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,150000 km,4,Variator,Front,04-May,Right-hand drive,Silver,8
45761054,70,-,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,120000 km,4,Automatic,Front,04-May,Left wheel,Carnelian red,8
45755431,18817,-,TOYOTA,Prius,2011,Hatchback,Yes,Petrol,1.8,139300 km,4,Automatic,Front,04-May,Left wheel,White,6
45793633,8154,-,MERCEDES-BENZ,C 230,2003,Coupe,Yes,LPG,1.8,160000 km,4,Automatic,Rear,02-Mar,Left wheel,Golden,6
45807145,11917,833,CHEVROLET,Captiva,2010,Jeep,Yes,Diesel,2,62147 km,4,Automatic,Front,04-May,Left wheel,Black,4
45765004,9408,893,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.6,18000 km,1,Automatic,4x4,04-May,Left wheel,Sky blue,1
45797792,8154,1095,SUZUKI,SX4,2008,Jeep,No,Petrol,2,89000 km,4,Automatic,4x4,04-May,Left wheel,Black,6
45791970,15994,-,MERCEDES-BENZ,E 200,2005,Sedan,Yes,CNG,1.8,187323 km,4,Automatic,Rear,04-May,Left wheel,Silver,6
45796826,37066,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,91804 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45768342,2509,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,315270 km,6,Automatic,4x4,04-May,Left wheel,Grey,12
45781278,1176,531,MINI,Cooper,2012,Cabriolet,Yes,Petrol,1.6,115754 km,4,Automatic,Front,04-May,Left wheel,Blue,12
45771381,17562,-,TOYOTA,Prius,2010,Hatchback,Yes,Petrol,1.8,111111 km,4,Variator,Front,04-May,Left wheel,Black,4
44936719,4391,642,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,198253 km,4,Automatic,Front,04-May,Left wheel,Black,12
45794331,15125,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,201892 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45642369,22549,769,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,134498 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45797770,25089,1399,HONDA,Odyssey,2010,Minivan,Yes,Petrol,3.5,135000 km,6,Automatic,Front,04-May,Left wheel,White,8
41767828,42337,1307,CADILLAC,ATS,2015,Coupe,Yes,Petrol,3.6 Turbo,84800 km,6,Automatic,Rear,02-Mar,Left wheel,Silver,12
45813442,1882,1327,SUBARU,Outback,2018,Sedan,Yes,Petrol,2.5,0 km,4,Automatic,4x4,04-May,Left wheel,Silver,12
45622826,3293,1659,TOYOTA,Tundra,2014,Sedan,Yes,Petrol,5.7,0 km,8,Automatic,4x4,04-May,Left wheel,White,12
45655250,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,256768 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45776035,14113,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,243200 km,4,Automatic,Front,04-May,Left wheel,Silver,6
45596517,9408,645,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.8,28000 km,4,Manual,Front,04-May,Left wheel,Silver,12
45759338,157,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,0 km,4,Automatic,Front,04-May,Left wheel,Silver,0
41885339,3136,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,268683 km,4,Automatic,Front,04-May,Left wheel,Blue,12
45655100,32311,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,153641 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45548755,21012,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,55000 km,4,Automatic,Front,04-May,Left wheel,Grey,12
45813047,6115,-,VOLKSWAGEN,Vento,1996,Sedan,No,Petrol,1.8,32585 km,4,Manual,Front,04-May,Left wheel,Blue,4
45766664,11447,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,132563 km,4,Automatic,Front,04-May,Left wheel,Red,0
45780352,65040,1327,HYUNDAI,H1,2018,Universal,Yes,Diesel,2.5,26501 km,4,Automatic,Front,04-May,Left wheel,Yellow,4
45805609,157,1451,BMW,X5,2011,Sedan,Yes,Petrol,4.4,139363 km,8,Automatic,4x4,04-May,Left wheel,Black,0
45794072,627,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Petrol,2,219070 km,4,Automatic,4x4,04-May,Left wheel,Grey,12
45741418,90,-,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,100000 km,6,Automatic,Front,04-May,Left wheel,Golden,8
45732094,17158,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,117500 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45369640,38311,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,31139 km,4,Automatic,Front,04-May,Left wheel,White,4
45733564,6899,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,90392 km,4,Automatic,4x4,04-May,Left wheel,White,0
45729729,25512,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,134368 km,4,Automatic,Front,04-May,Left wheel,Black,4
45797281,17249,-,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,380800 km,4,Variator,Front,04-May,Left wheel,Black,8
45768577,14269,1077,GMC,TERRAIN,2019,Sedan,Yes,Petrol,2,35898 km,4,Automatic,Front,04-May,Left wheel,Black,12
45732564,19679,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45692586,3293,475,FIAT,500,2012,Sedan,Yes,Petrol,1.4,157317 km,4,Automatic,Front,04-May,Left wheel,Red,12
45804057,32302,1604,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,5.5,101424 km,8,Automatic,4x4,04-May,Left wheel,Grey,12
45571584,3136,831,NISSAN,Versa,2017,Jeep,Yes,Petrol,1.6,59974 km,4,Automatic,Front,04-May,Left wheel,Red,12
45810846,392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45642848,13172,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,516176 km,4,Automatic,Front,04-May,Left wheel,Orange,4
45803148,48610,1327,TOYOTA,RAV 4,2018,Jeep,No,Petrol,2.5,40000 km,4,Tiptronic,4x4,04-May,Left wheel,White,12
45729789,28617,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,120272 km,4,Automatic,Front,04-May,Left wheel,White,4
45641150,2430,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3,175614 km,6,Automatic,Rear,04-May,Left wheel,Black,12
45732730,3293,-,VOLKSWAGEN,Golf,1992,Hatchback,No,CNG,1.8,288094 km,4,Manual,Front,04-May,Left wheel,Black,1
45773513,470,2070,TOYOTA,4Runner,2018,Jeep,Yes,Petrol,4,58971 km,6,Automatic,4x4,04-May,Left wheel,Silver,12
45772356,37000,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,120804 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45792408,706,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,221760 km,4,Automatic,Front,04-May,Left wheel,Blue,12
45803492,35610,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,81348 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45647938,7840,-,VOLKSWAGEN,Golf,1992,Hatchback,No,Petrol,1.8,100000 km,4,Manual,Front,04-May,Left wheel,Black,1
45810840,18817,-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,156000 km,4,Variator,Front,04-May,Left wheel,Grey,10
45798172,44247,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,51831 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45780502,11917,1714,FORD,Expedition,2017,Jeep,Yes,Petrol,3.5,130499 km,6,Automatic,Rear,04-May,Left wheel,Black,12
45814980,8154,1236,HONDA,FIT,2011,Sedan,No,Petrol,1.3,185000 km,4,Automatic,Front,04-May,Right-hand drive,Black,2
45797698,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,229904 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45768082,15681,753,KIA,Optima,2012,Sedan,No,Petrol,2.4,121000 km,4,Tiptronic,Front,04-May,Left wheel,Carnelian red,12
45768260,784,1511,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,3.8,189194 km,6,Automatic,Rear,02-Mar,Left wheel,White,12
45645989,11133,765,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2,99542 km,4,Automatic,4x4,04-May,Left wheel,White,0
45786570,2822,-,VOLKSWAGEN,Vento,1993,Sedan,No,CNG,1.8,1000 km,4,Manual,Front,04-May,Left wheel,Silver,2
45654919,17876,-,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,141000 km,4,Variator,Front,04-May,Left wheel,Golden,10
45806739,36834,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,135884 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45809140,17249,-,TOYOTA,ISIS,2010,Minivan,No,LPG,1.8,170000 km,4,Automatic,4x4,04-May,Right-hand drive,White,6
45732991,3136,-,VOLKSWAGEN,Golf,1990,Sedan,No,CNG,1.8,500 km,4,Manual,Front,04-May,Left wheel,Blue,0
45618106,14113,584,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8 Turbo,81600 km,4,Tiptronic,Rear,04-May,Left wheel,Blue,12
37007036,14740,-,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,165000 km,4,Variator,Front,04-May,Left wheel,White,6
45748616,50341,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,36215 km,4,Automatic,Front,04-May,Left wheel,Blue,4
45759480,18817,-,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,136000 km,4,Tiptronic,Rear,04-May,Left wheel,Black,12
45793764,68681,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,117368 km,6,Automatic,4x4,04-May,Left wheel,Black,0
45771964,21326,642,VOLKSWAGEN,Tiguan,2012,Jeep,Yes,Petrol,2.0 Turbo,48379 km,4,Tiptronic,4x4,04-May,Left wheel,Purple,14
45801277,9092,530,CHEVROLET,Aveo,2012,Sedan,Yes,Petrol,1.6,30089 km,4,Automatic,Front,04-May,Left wheel,Black,4
45733614,16621,-,TOYOTA,Prius,2010,Hatchback,Yes,Petrol,1.8,164000 km,4,Automatic,Front,04-May,Left wheel,Red,10
45796736,5000,-,MERCEDES-BENZ,B 220,1998,Sedan,No,Petrol,1.8,23000 km,4,Manual,Front,04-May,Left wheel,Black,4
45730474,1019,1537,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,318358 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45661647,21395,1266,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,3.8,135746 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45744747,16308,-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,1000 km,4,Tiptronic,Front,04-May,Left wheel,Silver,8
45810370,39891,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,80687 km,4,Automatic,Front,04-May,Left wheel,White,4
45814482,19130,-,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,71000 km,4,Automatic,Front,04-May,Left wheel,Grey,12
45802845,14113,642,FORD,C-MAX,2012,Hatchback,Yes,Hybrid,2,203770 km,4,Automatic,Front,04-May,Left wheel,Red,10
45787409,7370,961,CHEVROLET,Cruze,2009,Sedan,Yes,Diesel,2,66630 km,4,Automatic,Front,04-May,Left wheel,Black,4
45769091,7056,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,380070 km,4,Automatic,Front,04-May,Left wheel,Orange,4
45803044,3600,-,MERCEDES-BENZ,190,1992,Sedan,No,Petrol,1.8,0 km,4,Manual,Front,04-May,Left wheel,Black,2
45808504,11917,1468,FORD,Escape,2007,Jeep,No,Hybrid,2.3,251200 km,4,Automatic,4x4,04-May,Left wheel,Beige,6
45765671,20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,147718 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45806363,54167,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,34900 km,4,Automatic,Front,04-May,Left wheel,Black,4
45569390,10663,1246,FORD,Escape,2008,Jeep,Yes,Hybrid,2.3,161000 km,4,Automatic,Front,04-May,Left wheel,White,4
45763712,47205,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,46764 km,4,Automatic,Front,04-May,Left wheel,Blue,4
44781284,470,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,35874 km,4,Automatic,4x4,04-May,Left wheel,Black,12
45803080,4704,-,OPEL,Vectra,1997,Sedan,No,CNG,1.8,585000 km,4,Manual,Front,04-May,Left wheel,Silver,2
45797457,17249,-,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,131200 km,4,Variator,Front,04-May,Left wheel,Black,0
45760091,38060,1811,LEXUS,LS 460,2010,Sedan,Yes,Petrol,4.6,108171 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45645027,32104,696,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2.2,86359 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45649985,25089,2469,BMW,X5,2004,Jeep,Yes,Diesel,3,248000 km,6,Tiptronic,4x4,04-May,Left wheel,White,0
45743174,2038,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542 km,6,Automatic,4x4,04-May,Left wheel,White,12
45757675,4391,584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,169141 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45809628,470,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,202864 km,4,Automatic,Front,04-May,Left wheel,Blue,0
45555548,19309,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,185987 km,4,Automatic,Front,04-May,Left wheel,White,4
45642449,17562,-,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,74000 km,4,Tiptronic,Front,04-May,Left wheel,Red,6
45730433,10976,-,OPEL,Astra,2005,Goods wagon,No,Petrol,1.8,1111 km,4,Automatic,Front,04-May,Left wheel,Black,8
45816609,94,448,HONDA,Insight,2012,Hatchback,Yes,Hybrid,1.3,0 km,4,Automatic,Front,04-May,Left wheel,Silver,0
45758715,15000,1552,HONDA,Shuttle,2015,Hatchback,No,Hybrid,1.5,42000 km,4,Automatic,Front,04-May,Right-hand drive,White,6
45803726,40092,765,FORD,Taurus,2015,Sedan,Yes,Petrol,2,87704 km,4,Automatic,Front,04-May,Left wheel,Black,4
45776502,706,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,221760 km,4,Automatic,Front,04-May,Left wheel,Blue,12
45802596,15681,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8,Automatic,4x4,04-May,Left wheel,Silver,0
45771914,14740,781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,0 km,4,Automatic,Front,04-May,Left wheel,Silver,0
45803129,3450,-,MERCEDES-BENZ,C 180,1995,Sedan,No,Petrol,1.8,20000 km,4,Manual,Rear,04-May,Left wheel,Blue,2
45798300,16358,966,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2,125350 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45803952,43868,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,81665 km,4,Automatic,Front,04-May,Left wheel,Black,4
45797193,17562,-,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,13500 km,4,Tiptronic,Front,04-May,Left wheel,Black,4
45808902,17249,595,TOYOTA,Yaris iA,2015,Sedan,No,Petrol,1.5,78400 km,4,Tiptronic,Front,04-May,Left wheel,Black,12
45644451,95651,915,BMW,X5,2014,Jeep,Yes,Diesel,3.0 Turbo,93000 km,6,Tiptronic,4x4,04-May,Left wheel,White,0
45725935,20071,-,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,112000 km,4,Tiptronic,Front,04-May,Left wheel,Grey,12
45802219,21012,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,145600 km,4,Automatic,Front,04-May,Left wheel,Black,0
45803614,70,-,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,64000 km,6,Tiptronic,Front,04-May,Left wheel,Silver,6
45769193,470,765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,106442 km,4,Automatic,Front,04-May,Left wheel,White,0
45654847,4000,-,VOLKSWAGEN,Vento,1994,Sedan,No,Petrol,1.8,182000 km,4,Manual,Front,04-May,Left wheel,Blue,0
44960548,19601,-,TOYOTA,Prius,2011,Hatchback,No,Petrol,1.8,137000 km,4,Variator,Front,04-May,Left wheel,White,6
45764946,784,518,LEXUS,ES 350,2016,Sedan,Yes,Hybrid,2.5,129989 km,4,Automatic,Front,04-May,Left wheel,Grey,12
45580471,6500,-,BMW,318 m,1997,Sedan,No,Petrol,1.8,284000 km,4,Manual,Rear,04-May,Left wheel,Black,2
44671845,18189,-,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,112000 km,4,Variator,Front,04-May,Left wheel,Grey,6
45647881,20071,1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,62938 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45646999,12083,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,68558 km,4,Automatic,Front,04-May,Left wheel,Black,4
45813859,4980,419,NISSAN,March,2013,Hatchback,Yes,Petrol,1.2,107135 km,4,Automatic,Front,04-May,Left wheel,Black,4
45525177,18240,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,260000 km,4,Automatic,Front,04-May,Left wheel,White,4
45798175,7683,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,62336 km,4,Automatic,Front,04-May,Left wheel,White,4
45730900,549,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,134157 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45731062,70,-,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,104000 km,4,Tiptronic,Front,04-May,Left wheel,Silver,8
45755971,15053,-,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.8,108000 km,4,Tiptronic,Front,04-May,Left wheel,White,4
45816351,16766,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127024 km,4,Automatic,Front,04-May,Left wheel,Black,4
45813907,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8,Automatic,4x4,04-May,Left wheel,Black,0
44659258,8781,-,MERCEDES-BENZ,C 180,1998,Goods wagon,No,Petrol,1.8,0 km,6,Manual,Rear,04-May,Left wheel,Silver,8
45785523,7997,1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,95762 km,4,Automatic,4x4,04-May,Left wheel,Black,12
45769754,54568,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8,Automatic,4x4,04-May,Left wheel,Black,0
